classroom_id,session_id,start_time,end_time
822,3,2022-11-08T21:01:04Z,2022-11-08T21:46:04Z
823,21,2022-03-30T19:41:40Z,2022-03-30T20:26:40Z
824,44,2021-12-10T04:22:10Z,2021-12-10T05:07:10Z
825,46,2022-06-09T11:38:20Z,2022-06-09T12:23:20Z
826,43,2022-03-31T22:32:39Z,2022-03-31T23:17:39Z
827,8,2022-02-07T17:56:54Z,2022-02-07T18:41:54Z
828,40,2022-03-27T16:15:20Z,2022-03-27T17:00:20Z
829,49,2021-12-18T03:55:25Z,2021-12-18T04:40:25Z
830,34,2022-06-23T07:05:44Z,2022-06-23T07:50:44Z
831,21,2022-05-14T22:24:00Z,2022-05-14T23:09:00Z
832,22,2022-01-15T21:07:42Z,2022-01-15T21:52:42Z
833,4,2021-12-23T11:43:36Z,2021-12-23T12:28:36Z
834,4,2022-09-21T01:07:44Z,2022-09-21T01:52:44Z
835,34,2022-08-23T21:25:11Z,2022-08-23T22:10:11Z
836,1,2022-06-07T15:18:51Z,2022-06-07T16:03:51Z
837,42,2022-05-11T15:08:30Z,2022-05-11T15:53:30Z
838,37,2022-05-15T08:30:46Z,2022-05-15T09:15:46Z
839,33,2022-07-04T19:49:34Z,2022-07-04T20:34:34Z
840,19,2022-09-17T18:37:25Z,2022-09-17T19:22:25Z
841,33,2021-12-05T10:14:58Z,2021-12-05T10:59:58Z
842,45,2022-09-05T03:55:36Z,2022-09-05T04:40:36Z
843,20,2022-07-28T02:59:48Z,2022-07-28T03:44:48Z
844,38,2022-11-12T04:49:19Z,2022-11-12T05:34:19Z
845,43,2022-08-31T18:16:35Z,2022-08-31T19:01:35Z
846,9,2022-07-18T18:33:33Z,2022-07-18T19:18:33Z
847,13,2022-06-27T15:42:35Z,2022-06-27T16:27:35Z
848,21,2022-06-08T10:54:09Z,2022-06-08T11:39:09Z
849,43,2022-08-02T04:44:06Z,2022-08-02T05:29:06Z
850,45,2022-08-22T15:14:57Z,2022-08-22T15:59:57Z
851,48,2022-03-24T15:12:58Z,2022-03-24T15:57:58Z
852,1,2022-05-18T05:38:56Z,2022-05-18T06:23:56Z
853,35,2021-12-01T07:54:28Z,2021-12-01T08:39:28Z
854,19,2022-04-19T08:20:10Z,2022-04-19T09:05:10Z
855,46,2022-07-02T08:23:46Z,2022-07-02T09:08:46Z
856,49,2022-07-26T09:02:46Z,2022-07-26T09:47:46Z
857,3,2022-06-24T05:16:36Z,2022-06-24T06:01:36Z
858,38,2022-05-03T08:32:08Z,2022-05-03T09:17:08Z
859,2,2022-02-09T11:34:34Z,2022-02-09T12:19:34Z
860,39,2022-03-25T01:02:21Z,2022-03-25T01:47:21Z
861,17,2022-07-01T05:35:02Z,2022-07-01T06:20:02Z
862,14,2022-06-18T16:34:10Z,2022-06-18T17:19:10Z
863,42,2022-02-19T22:57:45Z,2022-02-19T23:42:45Z
864,17,2022-01-15T12:45:30Z,2022-01-15T13:30:30Z
865,37,2022-06-14T21:54:15Z,2022-06-14T22:39:15Z
866,16,2022-10-14T19:35:34Z,2022-10-14T20:20:34Z
867,21,2022-10-19T22:14:05Z,2022-10-19T22:59:05Z
868,49,2022-01-15T19:09:14Z,2022-01-15T19:54:14Z
869,50,2022-04-27T06:36:57Z,2022-04-27T07:21:57Z
870,6,2022-01-17T06:32:20Z,2022-01-17T07:17:20Z
871,5,2022-01-28T01:59:49Z,2022-01-28T02:44:49Z
872,43,2022-10-23T17:05:59Z,2022-10-23T17:50:59Z
873,1,2022-02-22T13:02:38Z,2022-02-22T13:47:38Z
874,27,2021-12-23T17:39:34Z,2021-12-23T18:24:34Z
875,36,2022-02-09T05:46:45Z,2022-02-09T06:31:45Z
876,32,2022-06-09T02:13:36Z,2022-06-09T02:58:36Z
877,35,2022-01-17T10:37:23Z,2022-01-17T11:22:23Z
878,15,2022-07-18T19:57:00Z,2022-07-18T20:42:00Z
879,8,2022-09-21T13:53:53Z,2022-09-21T14:38:53Z
880,34,2022-04-03T03:03:17Z,2022-04-03T03:48:17Z
881,11,2022-10-14T16:00:57Z,2022-10-14T16:45:57Z
882,40,2022-03-04T14:29:02Z,2022-03-04T15:14:02Z
883,2,2022-04-06T11:17:48Z,2022-04-06T12:02:48Z
884,39,2022-03-02T17:14:57Z,2022-03-02T17:59:57Z
885,25,2022-05-05T01:20:29Z,2022-05-05T02:05:29Z
886,27,2022-01-23T19:35:24Z,2022-01-23T20:20:24Z
887,12,2022-10-03T20:49:55Z,2022-10-03T21:34:55Z
888,2,2022-08-04T20:04:43Z,2022-08-04T20:49:43Z
889,26,2022-07-15T14:04:31Z,2022-07-15T14:49:31Z
890,25,2022-10-11T17:45:05Z,2022-10-11T18:30:05Z
891,14,2021-12-27T00:44:37Z,2021-12-27T01:29:37Z
892,29,2022-03-05T14:25:31Z,2022-03-05T15:10:31Z
893,47,2022-08-06T11:04:22Z,2022-08-06T11:49:22Z
894,39,2022-05-05T07:59:29Z,2022-05-05T08:44:29Z
895,40,2022-01-25T17:45:51Z,2022-01-25T18:30:51Z
896,18,2022-02-13T13:05:17Z,2022-02-13T13:50:17Z
897,30,2022-02-04T13:57:08Z,2022-02-04T14:42:08Z
898,25,2022-02-28T02:43:11Z,2022-02-28T03:28:11Z
899,22,2022-08-20T19:54:06Z,2022-08-20T20:39:06Z
900,14,2022-04-10T17:52:26Z,2022-04-10T18:37:26Z
901,44,2022-01-15T00:12:36Z,2022-01-15T00:57:36Z
902,45,2021-12-23T17:33:21Z,2021-12-23T18:18:21Z
903,31,2022-06-18T20:19:23Z,2022-06-18T21:04:23Z
904,48,2022-08-19T03:04:56Z,2022-08-19T03:49:56Z
905,11,2022-03-11T06:47:24Z,2022-03-11T07:32:24Z
906,19,2022-08-25T19:39:46Z,2022-08-25T20:24:46Z
907,26,2022-01-09T00:19:11Z,2022-01-09T01:04:11Z
908,32,2022-10-10T23:12:24Z,2022-10-10T23:57:24Z
909,32,2021-11-23T00:26:20Z,2021-11-23T01:11:20Z
910,26,2022-03-26T14:28:26Z,2022-03-26T15:13:26Z
911,42,2022-08-19T04:13:47Z,2022-08-19T04:58:47Z
912,23,2022-07-04T11:11:07Z,2022-07-04T11:56:07Z
913,32,2022-08-08T14:42:52Z,2022-08-08T15:27:52Z
914,37,2021-12-21T22:51:00Z,2021-12-21T23:36:00Z
915,44,2022-04-15T05:46:26Z,2022-04-15T06:31:26Z
916,41,2022-05-26T21:38:15Z,2022-05-26T22:23:15Z
917,42,2022-06-03T06:42:55Z,2022-06-03T07:27:55Z
918,30,2022-02-13T05:45:26Z,2022-02-13T06:30:26Z
919,15,2022-10-17T23:47:34Z,2022-10-18T00:32:34Z
920,27,2022-06-08T23:04:07Z,2022-06-08T23:49:07Z
921,40,2022-09-01T08:37:09Z,2022-09-01T09:22:09Z
922,24,2022-06-07T17:05:12Z,2022-06-07T17:50:12Z
923,21,2022-04-11T02:33:39Z,2022-04-11T03:18:39Z
924,34,2022-04-14T05:18:52Z,2022-04-14T06:03:52Z
925,48,2022-09-22T18:17:55Z,2022-09-22T19:02:55Z
926,13,2022-01-11T04:27:41Z,2022-01-11T05:12:41Z
927,16,2022-03-11T22:29:33Z,2022-03-11T23:14:33Z
928,28,2022-05-25T07:00:43Z,2022-05-25T07:45:43Z
929,25,2022-08-27T16:47:18Z,2022-08-27T17:32:18Z
930,41,2021-11-29T22:19:27Z,2021-11-29T23:04:27Z
931,49,2022-10-29T05:23:06Z,2022-10-29T06:08:06Z
932,4,2022-04-28T13:22:49Z,2022-04-28T14:07:49Z
933,12,2022-07-25T21:05:10Z,2022-07-25T21:50:10Z
934,44,2022-11-13T15:59:38Z,2022-11-13T16:44:38Z
935,6,2021-11-28T00:07:00Z,2021-11-28T00:52:00Z
936,42,2022-09-09T06:18:03Z,2022-09-09T07:03:03Z
937,48,2022-03-06T17:32:01Z,2022-03-06T18:17:01Z
938,50,2022-05-24T02:03:15Z,2022-05-24T02:48:15Z
939,19,2022-05-14T04:53:32Z,2022-05-14T05:38:32Z
940,23,2022-08-22T23:39:17Z,2022-08-23T00:24:17Z
941,50,2022-03-18T13:03:22Z,2022-03-18T13:48:22Z
942,39,2022-08-11T13:20:32Z,2022-08-11T14:05:32Z
943,14,2022-11-07T02:56:53Z,2022-11-07T03:41:53Z
944,8,2022-09-28T17:05:19Z,2022-09-28T17:50:19Z
945,20,2021-12-19T06:47:05Z,2021-12-19T07:32:05Z
946,16,2022-06-23T23:39:09Z,2022-06-24T00:24:09Z
947,13,2022-10-08T22:15:27Z,2022-10-08T23:00:27Z
948,45,2022-01-22T17:35:37Z,2022-01-22T18:20:37Z
949,32,2022-06-10T14:39:54Z,2022-06-10T15:24:54Z
950,18,2022-01-31T07:56:04Z,2022-01-31T08:41:04Z
951,42,2022-02-11T08:57:22Z,2022-02-11T09:42:22Z
952,17,2022-02-23T23:33:47Z,2022-02-24T00:18:47Z
953,6,2021-12-08T12:59:31Z,2021-12-08T13:44:31Z
954,43,2022-05-30T10:07:31Z,2022-05-30T10:52:31Z
955,19,2022-10-12T16:06:05Z,2022-10-12T16:51:05Z
956,38,2022-07-30T00:38:00Z,2022-07-30T01:23:00Z
957,15,2022-10-25T13:50:11Z,2022-10-25T14:35:11Z
958,27,2021-11-27T04:35:49Z,2021-11-27T05:20:49Z
959,47,2022-07-24T02:17:36Z,2022-07-24T03:02:36Z
960,20,2022-11-13T03:43:37Z,2022-11-13T04:28:37Z
961,46,2022-09-05T03:28:02Z,2022-09-05T04:13:02Z
962,11,2022-09-28T06:29:40Z,2022-09-28T07:14:40Z
963,42,2021-12-14T11:10:29Z,2021-12-14T11:55:29Z
964,23,2022-07-21T12:15:10Z,2022-07-21T13:00:10Z
965,27,2022-03-25T01:18:44Z,2022-03-25T02:03:44Z
966,7,2022-10-15T09:06:37Z,2022-10-15T09:51:37Z
967,30,2022-08-06T18:08:49Z,2022-08-06T18:53:49Z
968,46,2022-07-27T22:41:26Z,2022-07-27T23:26:26Z
969,3,2022-10-03T04:17:44Z,2022-10-03T05:02:44Z
970,10,2022-09-10T13:32:50Z,2022-09-10T14:17:50Z
971,36,2022-04-29T12:57:12Z,2022-04-29T13:42:12Z
972,27,2022-05-18T15:43:36Z,2022-05-18T16:28:36Z
973,8,2022-05-25T04:56:28Z,2022-05-25T05:41:28Z
974,1,2022-07-25T20:03:24Z,2022-07-25T20:48:24Z
975,43,2022-05-21T11:16:35Z,2022-05-21T12:01:35Z
976,48,2021-12-04T08:29:05Z,2021-12-04T09:14:05Z
977,47,2022-05-09T00:51:55Z,2022-05-09T01:36:55Z
978,28,2022-07-13T17:32:52Z,2022-07-13T18:17:52Z
979,33,2022-04-28T22:06:19Z,2022-04-28T22:51:19Z
980,32,2022-07-16T12:16:51Z,2022-07-16T13:01:51Z
981,30,2022-09-20T14:48:50Z,2022-09-20T15:33:50Z
982,40,2022-02-27T10:25:40Z,2022-02-27T11:10:40Z
983,18,2022-11-06T18:42:27Z,2022-11-06T19:27:27Z
984,48,2022-03-22T15:34:57Z,2022-03-22T16:19:57Z
985,13,2022-07-05T16:59:06Z,2022-07-05T17:44:06Z
986,24,2022-01-12T12:02:38Z,2022-01-12T12:47:38Z
987,40,2022-07-18T16:52:23Z,2022-07-18T17:37:23Z
988,26,2022-08-03T02:32:48Z,2022-08-03T03:17:48Z
989,37,2022-07-26T00:41:19Z,2022-07-26T01:26:19Z
990,22,2022-07-08T07:20:49Z,2022-07-08T08:05:49Z
991,45,2022-10-22T20:02:47Z,2022-10-22T20:47:47Z
992,29,2022-01-04T06:57:03Z,2022-01-04T07:42:03Z
993,46,2022-02-04T14:40:08Z,2022-02-04T15:25:08Z
994,35,2022-05-31T10:37:37Z,2022-05-31T11:22:37Z
995,40,2022-07-21T01:21:48Z,2022-07-21T02:06:48Z
996,37,2022-06-18T13:48:41Z,2022-06-18T14:33:41Z
997,39,2022-09-15T17:04:58Z,2022-09-15T17:49:58Z
998,41,2022-11-16T08:56:30Z,2022-11-16T09:41:30Z
999,35,2022-09-19T07:15:33Z,2022-09-19T08:00:33Z
1000,48,2022-06-12T16:52:11Z,2022-06-12T17:37:11Z
